rna,time
00002/cppc_0001137.pdb,5.679512023925781
00001/cppc_0000195.pdb,5.362281084060669
00001/cppc_0000780.pdb,5.508634805679321
00001/cppc_0000964.pdb,7.03669810295105
00001/cppc_0000014.pdb,5.506531000137329
00001/cppc_0000214.pdb,4.162514925003052
00001/cppc_0000995.pdb,7.152364015579224
00001/cppc_0000402.pdb,5.551750183105469
00001/cppc_0000574.pdb,5.44027304649353
00001/cppc_0000100.pdb,5.974283933639526
