,rnaspider
00357_okr5d_0000136.pdb,0.0
00051_dnfs_0000099.pdb,0.0
00107_dnfs_0056631.pdb,0.0
00057_dnfs_0006469.pdb,0.0
00424_r1feb2024_0064244.pdb,0.0
00348_dnfs_0296867.pdb,0.0
00093_dnfs_0042813.pdb,0.0
00437_r1feb2024_0078001.pdb,0.0
00430_r1feb2024_0070432.pdb,0.0
00414_r1feb2024_0054581.pdb,0.0
00079_dnfs_0028351.pdb,0.0
00244_dnfs_0193430.pdb,0.0
00370_r1feb2024_0010342.pdb,0.0
00436_r1feb2024_0077098.pdb,0.0
00144_dnfs_0093144.pdb,0.0
00434_r1feb2024_0074511.pdb,0.0
00150_dnfs_0099506.pdb,0.0
00245_dnfs_0194356.pdb,0.0
00432_r1feb2024_0072939.pdb,0.0
00424_r1feb2024_0064927.pdb,0.0
00444_r1feb2024_0084350.pdb,0.0
00119_dnfs_0068010.pdb,0.0
00357_okr6d_0000379.pdb,0.0
00357_okr5d_0000001.pdb,0.0
00238_dnfs_0187361.pdb,0.0
00175_dnfs_0124089.pdb,0.0
00056_dnfs_0005509.pdb,0.0
00281_dnfs_0230330.pdb,0.0
00233_dnfs_0182621.pdb,0.0
00380_r1feb2024_0020654.pdb,0.0
00085_dnfs_0034614.pdb,0.0
00265_dnfs_0214607.pdb,0.0
00366_r1feb2024_0006977.pdb,0.0
00309_dnfs_0257848.pdb,0.0
00371_r1feb2024_0011442.pdb,0.0
00304_dnfs_0253300.pdb,0.0
00435_r1feb2024_0076006.pdb,0.0
00421_r1feb2024_0061781.pdb,0.0
00042_cpr7p_0027899.pdb,0.0
00436_r1feb2024_0077167.pdb,0.0
00419_r1feb2024_0059980.pdb,0.0
00206_dnfs_0154858.pdb,0.0
00109_dnfs_0058209.pdb,0.0
00039_cpr7p_0024747.pdb,1.0
00432_r1feb2024_0072982.pdb,0.0
00397_r1feb2024_0037807.pdb,0.0
00412_r1feb2024_0053018.pdb,0.0
00247_dnfs_0196148.pdb,0.0
00383_r1feb2024_0023803.pdb,0.0
00425_r1feb2024_0065960.pdb,0.0
00181_dnfs_0130365.pdb,0.0
00412_r1feb2024_0052943.pdb,0.0
00414_r1feb2024_0054530.pdb,0.0
00202_dnfs_0151799.pdb,0.0
00370_r1feb2024_0010698.pdb,0.0
00035_cpr7p_0021527.pdb,0.0
00437_r1feb2024_0077248.pdb,0.0
00358_okr6d_0000522.pdb,0.0
00118_dnfs_0067653.pdb,0.0
00103_dnfs_0051848.pdb,0.0
00386_r1feb2024_0026558.pdb,0.0
00446_r1feb2024_0086300.pdb,0.0
00097_dnfs_0046275.pdb,0.0
00447_r1feb2024_0087329.pdb,0.0
00436_r1feb2024_0077041.pdb,0.0
00371_r1feb2024_0011959.pdb,0.0
00341_dnfs_0289877.pdb,0.0
00443_r1feb2024_0083855.pdb,0.0
00373_r1feb2024_0013511.pdb,0.0
00270_dnfs_0219765.pdb,0.0
00100_dnfs_0049325.pdb,0.0
00210_dnfs_0158957.pdb,0.0
00306_dnfs_0255032.pdb,0.0
00393_r1feb2024_0033510.pdb,0.0
00386_r1feb2024_0027004.pdb,0.0
00329_dnfs_0277859.pdb,0.0
00444_r1feb2024_0084665.pdb,0.0
00198_dnfs_0147291.pdb,0.0
00389_r1feb2024_0029683.pdb,0.0
00255_dnfs_0204719.pdb,0.0
00411_r1feb2024_0051860.pdb,0.0
00200_dnfs_0148935.pdb,0.0
00370_r1feb2024_0010415.pdb,0.0
00123_dnfs_0072538.pdb,0.0
00316_dnfs_0265659.pdb,0.0
00118_dnfs_0067540.pdb,0.0
00100_dnfs_0049294.pdb,0.0
00052_dnfs_0001270.pdb,0.0
00414_r1feb2024_0054729.pdb,0.0
00144_dnfs_0093436.pdb,0.0
00042_cpr7p_0027875.pdb,0.0
00243_dnfs_0191844.pdb,0.0
00149_dnfs_0098345.pdb,0.0
00201_dnfs_0150627.pdb,0.0
00428_r1feb2024_0068408.pdb,0.0
00217_dnfs_0166652.pdb,0.0
00421_r1feb2024_0061761.pdb,0.0
00435_r1feb2024_0075675.pdb,0.0
00426_r1feb2024_0066929.pdb,0.0
00017_cpr7p_0003079.pdb,0.0
00332_dnfs_0280971.pdb,0.0
00136_dnfs_0085528.pdb,0.0
00372_r1feb2024_0012892.pdb,0.0
00357_okr6d_0000015.pdb,0.0
00284_dnfs_0233300.pdb,0.0
00096_dnfs_0045700.pdb,0.0
00047_cpr7p_0032879.pdb,0.0
00149_dnfs_0098256.pdb,0.0
00294_dnfs_0243666.pdb,0.0
00146_dnfs_0095512.pdb,0.0
00439_r1feb2024_0079309.pdb,0.0
00282_dnfs_0231022.pdb,0.0
00434_r1feb2024_0074700.pdb,0.0
00444_r1feb2024_0084563.pdb,0.0
00405_r1feb2024_0045279.pdb,0.0
00069_dnfs_0018504.pdb,0.0
00357_okr5d_0000063.pdb,0.0
00434_r1feb2024_0075095.pdb,0.0
00129_dnfs_0078750.pdb,0.0
00428_r1feb2024_0068864.pdb,0.0
00156_dnfs_0105687.pdb,0.0
00357_okr6d_0000434.pdb,0.0
00434_r1feb2024_0075167.pdb,0.0
00287_dnfs_0236684.pdb,0.0
00075_dnfs_0024619.pdb,0.0
00342_dnfs_0291723.pdb,0.0
00186_dnfs_0135660.pdb,0.0
00385_r1feb2024_0025573.pdb,0.0
00041_cpr7p_0026716.pdb,0.0
00160_dnfs_0108890.pdb,0.0
00442_r1feb2024_0082296.pdb,0.0
00445_r1feb2024_0085646.pdb,0.0
00144_dnfs_0093808.pdb,0.0
00446_r1feb2024_0086198.pdb,0.0
00437_r1feb2024_0077491.pdb,0.0
00418_r1feb2024_0058466.pdb,0.0
00357_okr6d_0000388.pdb,0.0
00093_dnfs_0042272.pdb,0.0
00074_dnfs_0023815.pdb,0.0
00043_cpr7p_0029209.pdb,0.0
00060_dnfs_0009628.pdb,0.0
00216_dnfs_0165093.pdb,0.0
00395_r1feb2024_0036002.pdb,0.0
00371_r1feb2024_0011851.pdb,0.0
00178_dnfs_0127195.pdb,0.0
00375_r1feb2024_0015315.pdb,0.0
00333_dnfs_0281937.pdb,0.0
00237_dnfs_0186206.pdb,0.0
00370_r1feb2024_0010902.pdb,0.0
00122_dnfs_0071425.pdb,0.0
00230_dnfs_0179675.pdb,0.0
00445_r1feb2024_0086054.pdb,0.0
00437_r1feb2024_0077706.pdb,0.0
00357_okr6d_0000136.pdb,0.0
00228_dnfs_0176974.pdb,0.0
00435_r1feb2024_0075591.pdb,0.0
00369_r1feb2024_0010095.pdb,0.0
00165_dnfs_0114154.pdb,0.0
00357_okr6d_0000077.pdb,0.0
00421_r1feb2024_0061938.pdb,0.0
00122_dnfs_0071067.pdb,0.0
00134_dnfs_0083802.pdb,0.0
00268_dnfs_0217482.pdb,0.0
00174_dnfs_0123776.pdb,0.0
00393_r1feb2024_0033861.pdb,0.0
00218_dnfs_0167376.pdb,0.0
00374_r1feb2024_0014666.pdb,0.0
00444_r1feb2024_0084317.pdb,0.0
00300_dnfs_0249543.pdb,0.0
00283_dnfs_0232408.pdb,0.0
00334_dnfs_0283788.pdb,0.0
00058_dnfs_0007182.pdb,0.0
00435_r1feb2024_0075689.pdb,0.0
00393_r1feb2024_0033769.pdb,0.0
00354_dnfs_0303370.pdb,0.0
00434_r1feb2024_0075073.pdb,0.0
00419_r1feb2024_0059992.pdb,0.0
00030_cpr7p_0015603.pdb,0.0
00357_okr5d_0000046.pdb,0.0
00401_r1feb2024_0041787.pdb,0.0
00075_dnfs_0023869.pdb,0.0
00425_r1feb2024_0065772.pdb,0.0
00106_dnfs_0055751.pdb,0.0
00358_okr6d_0000578.pdb,0.0
00132_dnfs_0081439.pdb,0.0
00068_dnfs_0017320.pdb,0.0
00105_dnfs_0054745.pdb,0.0
00212_dnfs_0161340.pdb,0.0
00420_r1feb2024_0061085.pdb,0.0
00415_r1feb2024_0055495.pdb,0.0
00161_dnfs_0110223.pdb,0.0
00388_r1feb2024_0028455.pdb,0.0
00366_r1feb2024_0006682.pdb,0.0
00380_r1feb2024_0020855.pdb,0.0
00417_r1feb2024_0057691.pdb,0.0
00443_r1feb2024_0084101.pdb,0.0
00079_dnfs_0028387.pdb,0.0
00325_dnfs_0274525.pdb,0.0
00215_dnfs_0164060.pdb,0.0
00362_r1feb2024_0002807.pdb,0.0
00434_r1feb2024_0074960.pdb,0.0
00180_dnfs_0128878.pdb,0.0
00266_dnfs_0215163.pdb,0.0
00112_dnfs_0061738.pdb,0.0
00414_r1feb2024_0054310.pdb,0.0
00259_dnfs_0208194.pdb,0.0
00115_dnfs_0064312.pdb,0.0
00366_r1feb2024_0007009.pdb,0.0
00437_r1feb2024_0077827.pdb,0.0
00439_r1feb2024_0079958.pdb,0.0
00253_dnfs_0202798.pdb,0.0
00172_dnfs_0121773.pdb,0.0
00380_r1feb2024_0020537.pdb,0.0
00339_dnfs_0288641.pdb,0.0
00186_dnfs_0135433.pdb,0.0
00369_r1feb2024_0009473.pdb,0.0
00434_r1feb2024_0074207.pdb,0.0
00437_r1feb2024_0077258.pdb,0.0
00382_r1feb2024_0022778.pdb,0.0
00436_r1feb2024_0077125.pdb,0.0
00211_dnfs_0159833.pdb,0.0
00414_r1feb2024_0054721.pdb,0.0
00070_dnfs_0019619.pdb,0.0
00446_r1feb2024_0086348.pdb,0.0
00237_dnfs_0186205.pdb,0.0
00414_r1feb2024_0054989.pdb,0.0
00437_r1feb2024_0077257.pdb,0.0
00445_r1feb2024_0085876.pdb,0.0
00434_r1feb2024_0074715.pdb,0.0
00147_dnfs_0095977.pdb,0.0
00357_okr6d_0000117.pdb,0.0
00369_r1feb2024_0009379.pdb,0.0
00446_r1feb2024_0087163.pdb,0.0
00333_dnfs_0282457.pdb,0.0
00187_dnfs_0136784.pdb,0.0
00211_dnfs_0160306.pdb,0.0
00407_r1feb2024_0048126.pdb,0.0
00322_dnfs_0271535.pdb,0.0
00368_r1feb2024_0008628.pdb,0.0
00393_r1feb2024_0033244.pdb,0.0
00414_r1feb2024_0055178.pdb,0.0
00414_r1feb2024_0054394.pdb,0.0
00404_r1feb2024_0044810.pdb,0.0
00370_r1feb2024_0010565.pdb,0.0
00419_r1feb2024_0059556.pdb,0.0
00430_r1feb2024_0070917.pdb,0.0
00292_dnfs_0241306.pdb,0.0
00446_r1feb2024_0086858.pdb,0.0
00278_dnfs_0227209.pdb,0.0
00113_dnfs_0061949.pdb,0.0
00218_dnfs_0167539.pdb,0.0
00121_dnfs_0070714.pdb,0.0
00437_r1feb2024_0077608.pdb,0.0
00436_r1feb2024_0076543.pdb,0.0
00374_r1feb2024_0014227.pdb,0.0
00219_dnfs_0168583.pdb,0.0
00163_dnfs_0112124.pdb,0.0
00089_dnfs_0037983.pdb,0.0
00101_dnfs_0050780.pdb,0.0
00118_dnfs_0067344.pdb,0.0
00158_dnfs_0107477.pdb,0.0
00438_r1feb2024_0079148.pdb,0.0
00380_r1feb2024_0020290.pdb,0.0
00358_okr6d_0000644.pdb,0.0
00061_dnfs_0010526.pdb,0.0
00126_dnfs_0075645.pdb,0.0
00267_dnfs_0216097.pdb,0.0
00200_dnfs_0149701.pdb,0.0
00394_r1feb2024_0034327.pdb,0.0
00375_r1feb2024_0015288.pdb,0.0
00437_r1feb2024_0077703.pdb,0.0
00160_dnfs_0109560.pdb,0.0
00070_dnfs_0019169.pdb,0.0
00322_dnfs_0271481.pdb,0.0
00395_r1feb2024_0035519.pdb,0.0
00384_r1feb2024_0025143.pdb,0.0
00417_r1feb2024_0057787.pdb,0.0
00434_r1feb2024_0075153.pdb,0.0
00443_r1feb2024_0084147.pdb,0.0
00415_r1feb2024_0055961.pdb,0.0
00415_r1feb2024_0055698.pdb,0.0
00167_dnfs_0116438.pdb,0.0
00428_r1feb2024_0068635.pdb,0.0
00048_cpr7p_0034229.pdb,0.0
00034_cpr7p_0020064.pdb,0.0
00395_r1feb2024_0036113.pdb,0.0
00357_okr5d_0000144.pdb,0.0
00138_dnfs_0087397.pdb,0.0
00400_r1feb2024_0041110.pdb,0.0
00323_dnfs_0272761.pdb,0.0
00236_dnfs_0185319.pdb,0.0
00437_r1feb2024_0077338.pdb,0.0
00373_r1feb2024_0013774.pdb,0.0
00380_r1feb2024_0020883.pdb,0.0
00321_dnfs_0270796.pdb,0.0
00447_r1feb2024_0087485.pdb,0.0
00271_dnfs_0220560.pdb,0.0
00207_dnfs_0156133.pdb,0.0
00380_r1feb2024_0021165.pdb,0.0
00413_r1feb2024_0054052.pdb,0.0
00060_dnfs_0009279.pdb,0.0
00276_dnfs_0225350.pdb,0.0
00437_r1feb2024_0077229.pdb,0.0
00413_r1feb2024_0053526.pdb,0.0
00213_dnfs_0162068.pdb,0.0
00375_r1feb2024_0015525.pdb,0.0
00056_dnfs_0005367.pdb,0.0
00417_r1feb2024_0057368.pdb,0.0
00396_r1feb2024_0036946.pdb,0.0
00080_dnfs_0028926.pdb,0.0
00443_r1feb2024_0083589.pdb,0.0
00424_r1feb2024_0065006.pdb,0.0
00403_r1feb2024_0043198.pdb,0.0
00289_dnfs_0238113.pdb,0.0
00446_r1feb2024_0087047.pdb,0.0
00418_r1feb2024_0058337.pdb,0.0
00358_okr6d_0000579.pdb,0.0
00050_cpr7p_0035665.pdb,0.0
00095_dnfs_0044548.pdb,0.0
00360_r1feb2024_0000522.pdb,0.0
00436_r1feb2024_0077068.pdb,0.0
00045_cpr7p_0031478.pdb,0.0
00338_dnfs_0287605.pdb,0.0
00394_r1feb2024_0035080.pdb,0.0
00446_r1feb2024_0086321.pdb,0.0
00411_r1feb2024_0051681.pdb,0.0
00334_dnfs_0283148.pdb,0.0
00282_dnfs_0231670.pdb,0.0
00193_dnfs_0142663.pdb,0.0
00131_dnfs_0080203.pdb,0.0
00444_r1feb2024_0084941.pdb,0.0
00085_dnfs_0034531.pdb,0.0
00406_r1feb2024_0046486.pdb,0.0
00233_dnfs_0182753.pdb,0.0
00435_r1feb2024_0075426.pdb,0.0
00370_r1feb2024_0011022.pdb,0.0
00396_r1feb2024_0036302.pdb,0.0
00435_r1feb2024_0075627.pdb,0.0
00357_okr6d_0000135.pdb,0.0
00441_r1feb2024_0081738.pdb,0.0
00370_r1feb2024_0010310.pdb,0.0
00090_dnfs_0039104.pdb,0.0
00059_dnfs_0008374.pdb,0.0
00337_dnfs_0285921.pdb,0.0
00103_dnfs_0052727.pdb,0.0
00446_r1feb2024_0086974.pdb,0.0
00437_r1feb2024_0077993.pdb,0.0
00113_dnfs_0062281.pdb,0.0
00217_dnfs_0165924.pdb,0.0
00206_dnfs_0155724.pdb,0.0
00252_dnfs_0201765.pdb,0.0
00106_dnfs_0054991.pdb,0.0
00127_dnfs_0076732.pdb,0.0
00299_dnfs_0248247.pdb,0.0
00388_r1feb2024_0028435.pdb,0.0
00230_dnfs_0179813.pdb,0.0
00366_r1feb2024_0006534.pdb,0.0
00394_r1feb2024_0034258.pdb,0.0
00400_r1feb2024_0040915.pdb,0.0
00233_dnfs_0182553.pdb,0.0
00189_dnfs_0138707.pdb,0.0
00186_dnfs_0135489.pdb,0.0
00371_r1feb2024_0011694.pdb,0.0
00358_okr6d_0000567.pdb,0.0
00437_r1feb2024_0077898.pdb,0.0
00289_dnfs_0238399.pdb,0.0
00437_r1feb2024_0077296.pdb,0.0
00177_dnfs_0126256.pdb,0.0
00447_r1feb2024_0087458.pdb,0.0
00125_dnfs_0074824.pdb,0.0
00160_dnfs_0109240.pdb,0.0
00326_dnfs_0275115.pdb,0.0
00286_dnfs_0235684.pdb,0.0
00148_dnfs_0097599.pdb,0.0
00058_dnfs_0007343.pdb,0.0
00435_r1feb2024_0075532.pdb,0.0
00394_r1feb2024_0034882.pdb,0.0
00443_r1feb2024_0083928.pdb,0.0
00352_dnfs_0301587.pdb,0.0
00402_r1feb2024_0042269.pdb,0.0
00437_r1feb2024_0077277.pdb,0.0
00146_dnfs_0095561.pdb,0.0
00343_dnfs_0292671.pdb,0.0
00065_dnfs_0014000.pdb,0.0
00357_okr5d_0000139.pdb,0.0
00327_dnfs_0275985.pdb,0.0
00388_r1feb2024_0028562.pdb,0.0
00284_dnfs_0233036.pdb,0.0
00398_r1feb2024_0038492.pdb,0.0
00333_dnfs_0281972.pdb,0.0
00420_r1feb2024_0060865.pdb,0.0
00434_r1feb2024_0074383.pdb,0.0
00445_r1feb2024_0085275.pdb,0.0
00363_r1feb2024_0003974.pdb,0.0
00083_dnfs_0031965.pdb,0.0
00405_r1feb2024_0045819.pdb,0.0
00203_dnfs_0151860.pdb,0.0
00245_dnfs_0194407.pdb,0.0
00134_dnfs_0083001.pdb,0.0
00197_dnfs_0145906.pdb,0.0
00332_dnfs_0281474.pdb,0.0
00020_cpr7p_0006080.pdb,0.0
00151_dnfs_0100203.pdb,0.0
00437_r1feb2024_0077384.pdb,0.0
00407_r1feb2024_0047600.pdb,0.0
00369_r1feb2024_0010065.pdb,0.0
00267_dnfs_0216488.pdb,0.0
00292_dnfs_0241559.pdb,0.0
00123_dnfs_0072481.pdb,0.0
00424_r1feb2024_0065053.pdb,0.0
00421_r1feb2024_0061385.pdb,0.0
00372_r1feb2024_0013024.pdb,0.0
00402_r1feb2024_0042360.pdb,0.0
00117_dnfs_0066742.pdb,0.0
00283_dnfs_0232036.pdb,0.0
00283_dnfs_0232608.pdb,0.0
00445_r1feb2024_0086148.pdb,0.0
00386_r1feb2024_0026660.pdb,0.0
00293_dnfs_0242490.pdb,0.0
00437_r1feb2024_0077689.pdb,0.0
00279_dnfs_0228039.pdb,0.0
00207_dnfs_0156342.pdb,0.0
00033_cpr7p_0019205.pdb,0.0
00428_r1feb2024_0068815.pdb,0.0
00431_r1feb2024_0071293.pdb,0.0
00294_dnfs_0242922.pdb,0.0
00094_dnfs_0043370.pdb,0.0
00325_dnfs_0274245.pdb,0.0
00428_r1feb2024_0068227.pdb,0.0
00233_dnfs_0182485.pdb,0.0
00376_r1feb2024_0016774.pdb,0.0
00215_dnfs_0164075.pdb,0.0
00104_dnfs_0052901.pdb,0.0
00422_r1feb2024_0062195.pdb,0.0
00363_r1feb2024_0003431.pdb,0.0
00297_dnfs_0245901.pdb,0.0
00428_r1feb2024_0068220.pdb,0.0
00435_r1feb2024_0075497.pdb,0.0
00339_dnfs_0288158.pdb,0.0
00059_dnfs_0008387.pdb,0.0
00330_dnfs_0279062.pdb,0.0
00400_r1feb2024_0040568.pdb,0.0
00393_r1feb2024_0034007.pdb,0.0
00313_dnfs_0262003.pdb,0.0
00144_dnfs_0093527.pdb,0.0
00420_r1feb2024_0060945.pdb,0.0
00159_dnfs_0108312.pdb,0.0
00279_dnfs_0227884.pdb,0.0
00375_r1feb2024_0015537.pdb,0.0
00419_r1feb2024_0059694.pdb,0.0
00110_dnfs_0059398.pdb,0.0
00116_dnfs_0065290.pdb,0.0
00079_dnfs_0028298.pdb,0.0
00434_r1feb2024_0074998.pdb,0.0
00058_dnfs_0007795.pdb,0.0
00223_dnfs_0172637.pdb,0.0
00034_cpr7p_0019662.pdb,0.0
00428_r1feb2024_0069024.pdb,0.0
00313_dnfs_0262162.pdb,0.0
00188_dnfs_0137550.pdb,0.0
00118_dnfs_0067177.pdb,0.0
00320_dnfs_0268870.pdb,0.0
00363_r1feb2024_0003475.pdb,0.0
00358_okr6d_0000524.pdb,0.0
00357_okr6d_0000370.pdb,0.0
00236_dnfs_0185691.pdb,0.0
00248_dnfs_0197294.pdb,0.0
00053_dnfs_0002629.pdb,0.0
00357_okr6d_0000140.pdb,0.0
00362_r1feb2024_0002838.pdb,0.0
00284_dnfs_0233562.pdb,0.0
00437_r1feb2024_0077684.pdb,0.0
00357_okr5d_0000118.pdb,0.0
00381_r1feb2024_0021593.pdb,0.0
00428_r1feb2024_0068913.pdb,0.0
00404_r1feb2024_0044547.pdb,0.0
00285_dnfs_0234510.pdb,0.0
00428_r1feb2024_0068530.pdb,0.0
00375_r1feb2024_0015415.pdb,0.0
00424_r1feb2024_0064500.pdb,0.0
00401_r1feb2024_0042126.pdb,0.0
00047_cpr7p_0033472.pdb,1.0
00276_dnfs_0224857.pdb,0.0
00402_r1feb2024_0042347.pdb,0.0
00025_cpr7p_0010695.pdb,0.0
00307_dnfs_0255917.pdb,0.0
00236_dnfs_0185549.pdb,0.0
00401_r1feb2024_0041702.pdb,0.0
00147_dnfs_0096476.pdb,0.0
00445_r1feb2024_0086017.pdb,0.0
00419_r1feb2024_0059818.pdb,0.0
00118_dnfs_0067655.pdb,0.0
00313_dnfs_0262097.pdb,0.0
00401_r1feb2024_0041291.pdb,0.0
00443_r1feb2024_0083828.pdb,0.0
00435_r1feb2024_0075422.pdb,0.0
00063_dnfs_0012429.pdb,0.0
00283_dnfs_0231826.pdb,0.0
00117_dnfs_0066658.pdb,0.0
00195_dnfs_0144812.pdb,0.0
00434_r1feb2024_0075077.pdb,0.0
00417_r1feb2024_0058020.pdb,0.0
00435_r1feb2024_0075330.pdb,0.0
00374_r1feb2024_0015122.pdb,0.0
00343_dnfs_0292099.pdb,0.0
00180_dnfs_0129713.pdb,0.0
00052_dnfs_0000997.pdb,0.0
00202_dnfs_0151275.pdb,0.0
00445_r1feb2024_0085868.pdb,0.0
00447_r1feb2024_0087555.pdb,0.0
00374_r1feb2024_0014870.pdb,0.0
00173_dnfs_0122481.pdb,0.0
00428_r1feb2024_0068609.pdb,0.0
00236_dnfs_0185155.pdb,0.0
00411_r1feb2024_0051318.pdb,0.0
00052_dnfs_0001086.pdb,0.0
00409_r1feb2024_0049703.pdb,0.0
00422_r1feb2024_0062348.pdb,0.0
00357_okr6d_0000134.pdb,0.0
00224_dnfs_0172882.pdb,0.0
00105_dnfs_0054776.pdb,0.0
00401_r1feb2024_0041487.pdb,0.0
00430_r1feb2024_0070967.pdb,0.0
00445_r1feb2024_0085519.pdb,0.0
00143_dnfs_0091858.pdb,0.0
00322_dnfs_0271808.pdb,0.0
00111_dnfs_0060177.pdb,0.0
00022_cpr7p_0007851.pdb,0.0
00382_r1feb2024_0022297.pdb,0.0
00378_r1feb2024_0019158.pdb,0.0
00437_r1feb2024_0077687.pdb,0.0
00374_r1feb2024_0014920.pdb,0.0
00166_dnfs_0115695.pdb,0.0
00371_r1feb2024_0011546.pdb,0.0
00418_r1feb2024_0058632.pdb,0.0
00443_r1feb2024_0083700.pdb,0.0
00159_dnfs_0108331.pdb,0.0
00366_r1feb2024_0006281.pdb,0.0
00077_dnfs_0026142.pdb,0.0
00254_dnfs_0203031.pdb,0.0
00104_dnfs_0053093.pdb,0.0
00441_r1feb2024_0081748.pdb,0.0
00437_r1feb2024_0077425.pdb,0.0
00234_dnfs_0183235.pdb,0.0
00114_dnfs_0063344.pdb,0.0
00367_r1feb2024_0007270.pdb,0.0
00439_r1feb2024_0079319.pdb,0.0
00046_cpr7p_0032399.pdb,0.0
00321_dnfs_0270323.pdb,0.0
00415_r1feb2024_0055391.pdb,0.0
00169_dnfs_0118187.pdb,0.0
00447_r1feb2024_0087194.pdb,0.0
00407_r1feb2024_0047677.pdb,0.0
00212_dnfs_0161730.pdb,0.0
00070_dnfs_0019460.pdb,0.0
00435_r1feb2024_0075186.pdb,0.0
00420_r1feb2024_0060227.pdb,0.0
00014_cpr7p_0000090.pdb,0.0
00030_cpr7p_0016200.pdb,0.0
00437_r1feb2024_0077592.pdb,0.0
00130_dnfs_0079111.pdb,0.0
00437_r1feb2024_0077754.pdb,0.0
00143_dnfs_0092270.pdb,0.0
00126_dnfs_0075350.pdb,0.0
00263_dnfs_0212194.pdb,0.0
00186_dnfs_0134857.pdb,0.0
00099_dnfs_0048820.pdb,0.0
00357_okr6d_0000026.pdb,0.0
00408_r1feb2024_0048358.pdb,0.0
00418_r1feb2024_0058820.pdb,0.0
00324_dnfs_0273411.pdb,0.0
00419_r1feb2024_0059791.pdb,0.0
00256_dnfs_0205064.pdb,0.0
00246_dnfs_0195635.pdb,0.0
00437_r1feb2024_0077672.pdb,0.0
00247_dnfs_0195926.pdb,0.0
00042_cpr7p_0027853.pdb,0.0
00206_dnfs_0155406.pdb,0.0
00447_r1feb2024_0087267.pdb,0.0
00146_dnfs_0095406.pdb,0.0
00343_dnfs_0292050.pdb,0.0
00427_r1feb2024_0068091.pdb,0.0
00034_cpr7p_0020227.pdb,0.0
00114_dnfs_0063515.pdb,0.0
00426_r1feb2024_0066559.pdb,0.0
00091_dnfs_0040396.pdb,0.0
00370_r1feb2024_0011135.pdb,0.0
00436_r1feb2024_0077075.pdb,0.0
00298_dnfs_0247032.pdb,0.0
00435_r1feb2024_0075998.pdb,0.0
00122_dnfs_0070989.pdb,0.0
00445_r1feb2024_0085907.pdb,0.0
00051_dnfs_0000296.pdb,0.0
00415_r1feb2024_0055223.pdb,0.0
00135_dnfs_0084102.pdb,0.0
00163_dnfs_0112593.pdb,0.0
00419_r1feb2024_0059991.pdb,0.0
00214_dnfs_0163804.pdb,0.0
00435_r1feb2024_0075783.pdb,0.0
00053_dnfs_0002784.pdb,0.0
00439_r1feb2024_0079384.pdb,0.0
00032_cpr7p_0017621.pdb,0.0
00231_dnfs_0180737.pdb,0.0
00110_dnfs_0058917.pdb,0.0
00228_dnfs_0177592.pdb,0.0
00133_dnfs_0082184.pdb,0.0
00268_dnfs_0216942.pdb,0.0
00378_r1feb2024_0018213.pdb,0.0
00356_dnfs_0305479.pdb,0.0
00330_dnfs_0279041.pdb,0.0
00301_dnfs_0250105.pdb,0.0
00125_dnfs_0073975.pdb,0.0
00267_dnfs_0215974.pdb,0.0
00445_r1feb2024_0085293.pdb,0.0
00437_r1feb2024_0077246.pdb,0.0
00380_r1feb2024_0020249.pdb,0.0
00135_dnfs_0083923.pdb,0.0
00437_r1feb2024_0077219.pdb,0.0
00388_r1feb2024_0028942.pdb,0.0
00400_r1feb2024_0041143.pdb,0.0
00153_dnfs_0102743.pdb,0.0
00324_dnfs_0273338.pdb,0.0
00446_r1feb2024_0086269.pdb,0.0
00270_dnfs_0218893.pdb,0.0
00279_dnfs_0228720.pdb,0.0
00373_r1feb2024_0013709.pdb,0.0
00402_r1feb2024_0042934.pdb,0.0
00280_dnfs_0229342.pdb,0.0
00210_dnfs_0158933.pdb,0.0
00260_dnfs_0209479.pdb,0.0
00142_dnfs_0090955.pdb,0.0
00125_dnfs_0074166.pdb,0.0
00195_dnfs_0144749.pdb,0.0
00087_dnfs_0036352.pdb,0.0
00286_dnfs_0234866.pdb,0.0
00127_dnfs_0076191.pdb,0.0
00256_dnfs_0205051.pdb,0.0
00434_r1feb2024_0074597.pdb,0.0
00171_dnfs_0120366.pdb,0.0
00276_dnfs_0225277.pdb,0.0
00349_dnfs_0298585.pdb,0.0
00444_r1feb2024_0084451.pdb,0.0
00373_r1feb2024_0013870.pdb,0.0
00385_r1feb2024_0025587.pdb,0.0
00293_dnfs_0241924.pdb,0.0
00148_dnfs_0097387.pdb,0.0
00286_dnfs_0235622.pdb,0.0
00401_r1feb2024_0042158.pdb,0.0
00197_dnfs_0146256.pdb,0.0
00144_dnfs_0093147.pdb,0.0
00375_r1feb2024_0015686.pdb,0.0
00392_r1feb2024_0033160.pdb,0.0
00177_dnfs_0126598.pdb,0.0
00374_r1feb2024_0015176.pdb,0.0
00417_r1feb2024_0058058.pdb,0.0
00380_r1feb2024_0020323.pdb,0.0
00375_r1feb2024_0015689.pdb,0.0
00158_dnfs_0107646.pdb,0.0
00444_r1feb2024_0084488.pdb,0.0
00108_dnfs_0057669.pdb,0.0
00300_dnfs_0249616.pdb,0.0
00068_dnfs_0017463.pdb,0.0
00095_dnfs_0044150.pdb,0.0
00405_r1feb2024_0046011.pdb,0.0
00362_r1feb2024_0002303.pdb,0.0
00397_r1feb2024_0037622.pdb,0.0
00331_dnfs_0279874.pdb,0.0
00369_r1feb2024_0009191.pdb,0.0
