,rnaspider
00106_dnfs_0054847.pdb,0.0
00311_dnfs_0260089.pdb,0.0
00284_dnfs_0233429.pdb,0.0
00116_dnfs_0065554.pdb,0.0
00399_r1feb2024_0040124.pdb,0.0
00429_r1feb2024_0069704.pdb,0.0
00086_dnfs_0035817.pdb,0.0
00409_r1feb2024_0049909.pdb,0.0
00401_r1feb2024_0042129.pdb,0.0
00213_dnfs_0162552.pdb,0.0
00430_r1feb2024_0070245.pdb,0.0
00444_r1feb2024_0084928.pdb,0.0
00121_dnfs_0069852.pdb,0.0
00320_dnfs_0268842.pdb,0.0
00172_dnfs_0121768.pdb,0.0
00430_r1feb2024_0070734.pdb,0.0
00399_r1feb2024_0039484.pdb,0.0
00251_dnfs_0200438.pdb,0.0
00358_okr6d_0000656.pdb,0.0
00390_r1feb2024_0031023.pdb,0.0
00419_r1feb2024_0059794.pdb,0.0
00355_dnfs_0304816.pdb,0.0
00442_r1feb2024_0082479.pdb,0.0
00257_dnfs_0206594.pdb,0.0
00218_dnfs_0167063.pdb,0.0
00446_r1feb2024_0086343.pdb,0.0
00437_r1feb2024_0077989.pdb,0.0
00213_dnfs_0162142.pdb,0.0
00351_dnfs_0300446.pdb,0.0
00168_dnfs_0117642.pdb,0.0
00046_cpr7p_0031844.pdb,0.0
00395_r1feb2024_0035658.pdb,0.0
00403_r1feb2024_0044068.pdb,0.0
00369_r1feb2024_0009387.pdb,0.0
00150_dnfs_0099130.pdb,0.0
00131_dnfs_0079978.pdb,0.0
00399_r1feb2024_0039412.pdb,0.0
00222_dnfs_0171361.pdb,0.0
00387_r1feb2024_0027561.pdb,1.0
00332_dnfs_0281193.pdb,0.0
00193_dnfs_0142176.pdb,0.0
00395_r1feb2024_0035809.pdb,0.0
00366_r1feb2024_0007161.pdb,0.0
00151_dnfs_0100791.pdb,0.0
00163_dnfs_0111921.pdb,0.0
00389_r1feb2024_0029974.pdb,0.0
00401_r1feb2024_0041601.pdb,0.0
00170_dnfs_0119450.pdb,0.0
00390_r1feb2024_0030418.pdb,0.0
00404_r1feb2024_0044634.pdb,0.0
00165_dnfs_0114746.pdb,0.0
00270_dnfs_0219107.pdb,0.0
00053_dnfs_0002393.pdb,0.0
00120_dnfs_0069294.pdb,0.0
00200_dnfs_0149640.pdb,0.0
00220_dnfs_0168851.pdb,0.0
00339_dnfs_0288221.pdb,0.0
00202_dnfs_0150917.pdb,0.0
00326_dnfs_0275004.pdb,0.0
00149_dnfs_0098723.pdb,0.0
00338_dnfs_0286963.pdb,0.0
00387_r1feb2024_0027223.pdb,0.0
00370_r1feb2024_0010641.pdb,0.0
00205_dnfs_0154780.pdb,0.0
00148_dnfs_0097566.pdb,0.0
00409_r1feb2024_0049360.pdb,0.0
00446_r1feb2024_0086435.pdb,0.0
00368_r1feb2024_0008440.pdb,0.0
00313_dnfs_0262406.pdb,0.0
00097_dnfs_0046617.pdb,0.0
00443_r1feb2024_0083691.pdb,0.0
00066_dnfs_0015106.pdb,0.0
00441_r1feb2024_0081262.pdb,0.0
00096_dnfs_0045531.pdb,0.0
00401_r1feb2024_0041972.pdb,0.0
00104_dnfs_0053406.pdb,0.0
00259_dnfs_0208479.pdb,0.0
00400_r1feb2024_0041073.pdb,0.0
00375_r1feb2024_0015577.pdb,0.0
00357_okr6d_0000022.pdb,0.0
00175_dnfs_0124607.pdb,0.0
00057_dnfs_0006052.pdb,0.0
00279_dnfs_0228481.pdb,0.0
00064_dnfs_0013680.pdb,0.0
00259_dnfs_0208734.pdb,0.0
00410_r1feb2024_0051110.pdb,0.0
00160_dnfs_0109606.pdb,0.0
00400_r1feb2024_0040430.pdb,0.0
00230_dnfs_0178979.pdb,0.0
00316_dnfs_0265050.pdb,0.0
00375_r1feb2024_0015377.pdb,0.0
00366_r1feb2024_0006400.pdb,0.0
00414_r1feb2024_0054768.pdb,0.0
00369_r1feb2024_0009567.pdb,0.0
00324_dnfs_0273073.pdb,0.0
00146_dnfs_0095753.pdb,0.0
00335_dnfs_0284559.pdb,0.0
00187_dnfs_0136132.pdb,0.0
00400_r1feb2024_0040789.pdb,0.0
00405_r1feb2024_0046170.pdb,0.0
00425_r1feb2024_0065721.pdb,0.0
00445_r1feb2024_0085892.pdb,0.0
00235_dnfs_0183883.pdb,0.0
00076_dnfs_0025695.pdb,0.0
00212_dnfs_0161077.pdb,0.0
00377_r1feb2024_0017741.pdb,0.0
00183_dnfs_0132567.pdb,0.0
00225_dnfs_0174500.pdb,0.0
00385_r1feb2024_0025457.pdb,0.0
00380_r1feb2024_0020297.pdb,0.0
00241_dnfs_0190021.pdb,0.0
00388_r1feb2024_0028919.pdb,0.0
00208_dnfs_0156924.pdb,0.0
00445_r1feb2024_0086000.pdb,0.0
00274_dnfs_0223178.pdb,0.0
00403_r1feb2024_0044077.pdb,0.0
00228_dnfs_0177435.pdb,0.0
00437_r1feb2024_0077730.pdb,0.0
00357_okr6d_0000350.pdb,0.0
00425_r1feb2024_0065618.pdb,0.0
00447_r1feb2024_0087528.pdb,0.0
00196_dnfs_0145561.pdb,0.0
00214_dnfs_0162863.pdb,0.0
00077_dnfs_0026241.pdb,0.0
00351_dnfs_0300019.pdb,0.0
00089_dnfs_0038500.pdb,0.0
00137_dnfs_0086792.pdb,0.0
00239_dnfs_0188061.pdb,0.0
00270_dnfs_0219076.pdb,0.0
00280_dnfs_0229254.pdb,0.0
00136_dnfs_0085214.pdb,0.0
00302_dnfs_0251135.pdb,0.0
00213_dnfs_0162615.pdb,0.0
00437_r1feb2024_0077956.pdb,0.0
00305_dnfs_0254068.pdb,0.0
00051_dnfs_0000230.pdb,0.0
00268_dnfs_0216900.pdb,0.0
00445_r1feb2024_0086159.pdb,0.0
00330_dnfs_0279446.pdb,0.0
00329_dnfs_0278276.pdb,0.0
00159_dnfs_0108207.pdb,0.0
00314_dnfs_0262855.pdb,0.0
00226_dnfs_0175629.pdb,0.0
00305_dnfs_0254661.pdb,0.0
00183_dnfs_0132769.pdb,0.0
00201_dnfs_0150519.pdb,0.0
00199_dnfs_0148200.pdb,0.0
00104_dnfs_0053816.pdb,0.0
00428_r1feb2024_0068328.pdb,0.0
00445_r1feb2024_0086149.pdb,0.0
00271_dnfs_0220351.pdb,0.0
00211_dnfs_0160019.pdb,0.0
00371_r1feb2024_0011533.pdb,0.0
00314_dnfs_0263764.pdb,0.0
00104_dnfs_0053274.pdb,0.0
00446_r1feb2024_0086850.pdb,0.0
00083_dnfs_0032722.pdb,0.0
00131_dnfs_0080245.pdb,0.0
00063_dnfs_0012588.pdb,0.0
00418_r1feb2024_0059073.pdb,0.0
00398_r1feb2024_0038820.pdb,0.0
00432_r1feb2024_0072876.pdb,0.0
00428_r1feb2024_0068245.pdb,0.0
00428_r1feb2024_0068334.pdb,0.0
00300_dnfs_0249028.pdb,0.0
00165_dnfs_0114049.pdb,0.0
00321_dnfs_0270031.pdb,0.0
00281_dnfs_0230282.pdb,0.0
00091_dnfs_0039958.pdb,0.0
00220_dnfs_0168963.pdb,0.0
00200_dnfs_0149420.pdb,0.0
00305_dnfs_0254319.pdb,0.0
00152_dnfs_0101746.pdb,0.0
00235_dnfs_0184669.pdb,0.0
00435_r1feb2024_0075300.pdb,0.0
00252_dnfs_0200989.pdb,0.0
00073_dnfs_0022440.pdb,0.0
00435_r1feb2024_0075199.pdb,0.0
00127_dnfs_0076452.pdb,0.0
00444_r1feb2024_0084857.pdb,0.0
00418_r1feb2024_0058287.pdb,0.0
00349_dnfs_0298263.pdb,0.0
00404_r1feb2024_0044716.pdb,0.0
00133_dnfs_0082556.pdb,0.0
00077_dnfs_0026085.pdb,0.0
00193_dnfs_0142048.pdb,0.0
00079_dnfs_0028101.pdb,0.0
00272_dnfs_0221234.pdb,0.0
00115_dnfs_0064757.pdb,0.0
00332_dnfs_0281534.pdb,0.0
00421_r1feb2024_0061476.pdb,0.0
00093_dnfs_0042749.pdb,0.0
00086_dnfs_0035710.pdb,0.0
00364_r1feb2024_0005055.pdb,0.0
00313_dnfs_0262495.pdb,0.0
00204_dnfs_0152862.pdb,0.0
00089_dnfs_0038670.pdb,0.0
00271_dnfs_0220507.pdb,0.0
00416_r1feb2024_0056759.pdb,0.0
00064_dnfs_0012860.pdb,0.0
00395_r1feb2024_0035980.pdb,0.0
00188_dnfs_0137343.pdb,0.0
00195_dnfs_0144455.pdb,0.0
00421_r1feb2024_0061784.pdb,0.0
00442_r1feb2024_0082205.pdb,0.0
00167_dnfs_0115968.pdb,0.0
00353_dnfs_0302500.pdb,0.0
00184_dnfs_0133427.pdb,0.0
00445_r1feb2024_0085523.pdb,0.0
00403_r1feb2024_0043236.pdb,0.0
00305_dnfs_0254579.pdb,0.0
00419_r1feb2024_0059383.pdb,0.0
00237_dnfs_0186705.pdb,0.0
00067_dnfs_0016256.pdb,0.0
00405_r1feb2024_0045633.pdb,0.0
00411_r1feb2024_0052003.pdb,0.0
00399_r1feb2024_0040123.pdb,0.0
00407_r1feb2024_0047525.pdb,0.0
00223_dnfs_0171945.pdb,0.0
00250_dnfs_0199475.pdb,0.0
00317_dnfs_0266046.pdb,0.0
00111_dnfs_0060553.pdb,0.0
00388_r1feb2024_0028506.pdb,0.0
00116_dnfs_0065584.pdb,0.0
00283_dnfs_0232059.pdb,0.0
00248_dnfs_0197737.pdb,0.0
00194_dnfs_0143221.pdb,0.0
00413_r1feb2024_0053761.pdb,0.0
00367_r1feb2024_0007848.pdb,0.0
00236_dnfs_0185253.pdb,0.0
00145_dnfs_0093902.pdb,0.0
00355_dnfs_0304339.pdb,0.0
00270_dnfs_0219115.pdb,0.0
00421_r1feb2024_0062006.pdb,0.0
00385_r1feb2024_0025844.pdb,0.0
00174_dnfs_0122971.pdb,0.0
00176_dnfs_0125181.pdb,0.0
00201_dnfs_0150781.pdb,0.0
00435_r1feb2024_0075893.pdb,0.0
00157_dnfs_0106256.pdb,0.0
00121_dnfs_0070467.pdb,0.0
00388_r1feb2024_0029017.pdb,0.0
00384_r1feb2024_0025081.pdb,0.0
00105_dnfs_0053989.pdb,0.0
00312_dnfs_0261481.pdb,0.0
00066_dnfs_0015321.pdb,0.0
00328_dnfs_0276929.pdb,0.0
00056_dnfs_0005493.pdb,0.0
00386_r1feb2024_0026451.pdb,0.0
00434_r1feb2024_0074551.pdb,0.0
00079_dnfs_0028206.pdb,0.0
00170_dnfs_0119744.pdb,0.0
00306_dnfs_0254967.pdb,0.0
00344_dnfs_0293711.pdb,0.0
00406_r1feb2024_0046782.pdb,0.0
00428_r1feb2024_0069007.pdb,0.0
00418_r1feb2024_0058780.pdb,0.0
00397_r1feb2024_0037506.pdb,0.0
00089_dnfs_0038461.pdb,0.0
00231_dnfs_0180460.pdb,0.0
00167_dnfs_0115872.pdb,0.0
00401_r1feb2024_0041347.pdb,0.0
00428_r1feb2024_0068799.pdb,0.0
00380_r1feb2024_0020276.pdb,0.0
00088_dnfs_0037749.pdb,0.0
00304_dnfs_0253211.pdb,0.0
00403_r1feb2024_0043283.pdb,0.0
00063_dnfs_0012038.pdb,0.0
00320_dnfs_0269183.pdb,0.0
00441_r1feb2024_0081867.pdb,0.0
00104_dnfs_0053649.pdb,0.0
00438_r1feb2024_0079159.pdb,0.0
00085_dnfs_0034241.pdb,0.0
00176_dnfs_0125419.pdb,0.0
00261_dnfs_0209983.pdb,0.0
00015_cpr7p_0000592.pdb,0.0
00369_r1feb2024_0009751.pdb,0.0
00447_r1feb2024_0087475.pdb,0.0
00305_dnfs_0254697.pdb,0.0
00305_dnfs_0254662.pdb,0.0
00216_dnfs_0164873.pdb,0.0
00147_dnfs_0096413.pdb,0.0
00356_dnfs_0305650.pdb,0.0
00356_dnfs_0305783.pdb,0.0
00374_r1feb2024_0015033.pdb,0.0
00373_r1feb2024_0013890.pdb,0.0
00444_r1feb2024_0084302.pdb,0.0
00256_dnfs_0204873.pdb,0.0
00394_r1feb2024_0034314.pdb,0.0
00302_dnfs_0251080.pdb,0.0
00417_r1feb2024_0057614.pdb,0.0
00066_dnfs_0015327.pdb,0.0
00388_r1feb2024_0028209.pdb,0.0
00061_dnfs_0009998.pdb,0.0
00369_r1feb2024_0009898.pdb,0.0
00403_r1feb2024_0043500.pdb,0.0
00331_dnfs_0280665.pdb,0.0
00446_r1feb2024_0086460.pdb,0.0
00425_r1feb2024_0065895.pdb,0.0
00382_r1feb2024_0022899.pdb,0.0
00338_dnfs_0287610.pdb,0.0
00410_r1feb2024_0050972.pdb,0.0
00410_r1feb2024_0051129.pdb,0.0
00278_dnfs_0227438.pdb,0.0
00254_dnfs_0203233.pdb,0.0
00417_r1feb2024_0057260.pdb,0.0
00407_r1feb2024_0047802.pdb,0.0
00441_r1feb2024_0081651.pdb,0.0
00223_dnfs_0172209.pdb,0.0
00162_dnfs_0110940.pdb,0.0
00413_r1feb2024_0053539.pdb,0.0
00272_dnfs_0221809.pdb,0.0
00172_dnfs_0120970.pdb,0.0
00257_dnfs_0205827.pdb,0.0
00205_dnfs_0154250.pdb,0.0
00308_dnfs_0257112.pdb,0.0
00428_r1feb2024_0068189.pdb,0.0
00383_r1feb2024_0023338.pdb,0.0
00227_dnfs_0176468.pdb,0.0
00223_dnfs_0172302.pdb,0.0
00189_dnfs_0138030.pdb,0.0
00357_okr5d_0000156.pdb,0.0
00087_dnfs_0035897.pdb,0.0
00215_dnfs_0164591.pdb,0.0
00148_dnfs_0097364.pdb,0.0
00229_dnfs_0178726.pdb,0.0
00107_dnfs_0056276.pdb,0.0
00188_dnfs_0137013.pdb,0.0
00373_r1feb2024_0013396.pdb,0.0
00094_dnfs_0043527.pdb,0.0
00259_dnfs_0208334.pdb,0.0
00401_r1feb2024_0041181.pdb,0.0
00188_dnfs_0137711.pdb,0.0
00221_dnfs_0170173.pdb,0.0
00414_r1feb2024_0054253.pdb,0.0
00418_r1feb2024_0058249.pdb,0.0
00234_dnfs_0183005.pdb,0.0
00446_r1feb2024_0086836.pdb,0.0
00391_r1feb2024_0031627.pdb,0.0
00419_r1feb2024_0059824.pdb,0.0
00202_dnfs_0151036.pdb,0.0
00196_dnfs_0144906.pdb,0.0
00293_dnfs_0242820.pdb,0.0
00442_r1feb2024_0082555.pdb,0.0
00436_r1feb2024_0077096.pdb,0.0
00445_r1feb2024_0085617.pdb,0.0
00200_dnfs_0149455.pdb,0.0
00143_dnfs_0091879.pdb,0.0
00306_dnfs_0255776.pdb,0.0
00171_dnfs_0120129.pdb,0.0
00257_dnfs_0206453.pdb,0.0
00407_r1feb2024_0047787.pdb,0.0
00231_dnfs_0180086.pdb,0.0
00070_dnfs_0019311.pdb,0.0
00405_r1feb2024_0045661.pdb,0.0
00096_dnfs_0045627.pdb,0.0
00292_dnfs_0241353.pdb,0.0
00196_dnfs_0145746.pdb,0.0
00307_dnfs_0256318.pdb,0.0
00334_dnfs_0283370.pdb,0.0
00073_dnfs_0022402.pdb,0.0
00430_r1feb2024_0070339.pdb,0.0
00169_dnfs_0117852.pdb,0.0
00307_dnfs_0256412.pdb,0.0
00399_r1feb2024_0039433.pdb,0.0
00136_dnfs_0085297.pdb,0.0
00232_dnfs_0181469.pdb,0.0
00357_okr5d_0000095.pdb,0.0
00305_dnfs_0254040.pdb,0.0
00141_dnfs_0089932.pdb,0.0
00382_r1feb2024_0022192.pdb,0.0
00366_r1feb2024_0006410.pdb,0.0
00188_dnfs_0137289.pdb,0.0
00293_dnfs_0242702.pdb,0.0
00442_r1feb2024_0082476.pdb,0.0
00443_r1feb2024_0083744.pdb,0.0
00310_dnfs_0259358.pdb,0.0
00324_dnfs_0272854.pdb,0.0
00202_dnfs_0151456.pdb,0.0
00342_dnfs_0291353.pdb,0.0
00314_dnfs_0262942.pdb,0.0
00435_r1feb2024_0075569.pdb,0.0
00215_dnfs_0164499.pdb,0.0
00443_r1feb2024_0083885.pdb,0.0
00425_r1feb2024_0065551.pdb,0.0
00133_dnfs_0082329.pdb,0.0
00189_dnfs_0137954.pdb,0.0
00305_dnfs_0254031.pdb,0.0
00427_r1feb2024_0068059.pdb,0.0
00396_r1feb2024_0036924.pdb,0.0
00228_dnfs_0177169.pdb,0.0
00437_r1feb2024_0077877.pdb,0.0
00181_dnfs_0130286.pdb,0.0
00418_r1feb2024_0058647.pdb,0.0
00134_dnfs_0083478.pdb,0.0
00414_r1feb2024_0054519.pdb,0.0
00436_r1feb2024_0077019.pdb,0.0
00214_dnfs_0163241.pdb,0.0
00371_r1feb2024_0011560.pdb,0.0
00228_dnfs_0177745.pdb,0.0
00288_dnfs_0237822.pdb,0.0
00256_dnfs_0205771.pdb,0.0
00187_dnfs_0135925.pdb,0.0
00247_dnfs_0196430.pdb,0.0
00210_dnfs_0159234.pdb,0.0
00366_r1feb2024_0006482.pdb,0.0
00241_dnfs_0189831.pdb,0.0
00149_dnfs_0098252.pdb,0.0
00134_dnfs_0083446.pdb,0.0
00434_r1feb2024_0075169.pdb,0.0
00424_r1feb2024_0064388.pdb,0.0
00154_dnfs_0103697.pdb,0.0
00420_r1feb2024_0060494.pdb,0.0
00441_r1feb2024_0081905.pdb,0.0
00428_r1feb2024_0068790.pdb,0.0
00209_dnfs_0158041.pdb,0.0
00380_r1feb2024_0020572.pdb,0.0
00130_dnfs_0079256.pdb,0.0
00339_dnfs_0288179.pdb,0.0
00271_dnfs_0220025.pdb,0.0
00233_dnfs_0181857.pdb,0.0
00370_r1feb2024_0010977.pdb,0.0
00117_dnfs_0066320.pdb,0.0
00054_dnfs_0002906.pdb,0.0
00090_dnfs_0039098.pdb,0.0
00249_dnfs_0198016.pdb,0.0
00183_dnfs_0132095.pdb,0.0
00296_dnfs_0245303.pdb,0.0
00218_dnfs_0166944.pdb,0.0
00425_r1feb2024_0065239.pdb,0.0
00222_dnfs_0171337.pdb,0.0
00435_r1feb2024_0075412.pdb,0.0
00209_dnfs_0158075.pdb,0.0
00371_r1feb2024_0011433.pdb,0.0
00210_dnfs_0159712.pdb,0.0
00369_r1feb2024_0009805.pdb,0.0
00319_dnfs_0268178.pdb,0.0
00353_dnfs_0302643.pdb,0.0
00221_dnfs_0170548.pdb,0.0
00100_dnfs_0049685.pdb,0.0
00226_dnfs_0175319.pdb,0.0
00128_dnfs_0077090.pdb,0.0
00180_dnfs_0129639.pdb,0.0
00369_r1feb2024_0009455.pdb,0.0
00362_r1feb2024_0002513.pdb,0.0
00385_r1feb2024_0025643.pdb,0.0
00284_dnfs_0233200.pdb,0.0
00203_dnfs_0152270.pdb,0.0
00244_dnfs_0193378.pdb,0.0
00391_r1feb2024_0032125.pdb,0.0
00082_dnfs_0031096.pdb,0.0
00213_dnfs_0162481.pdb,0.0
00214_dnfs_0163693.pdb,0.0
00334_dnfs_0283760.pdb,0.0
00195_dnfs_0144226.pdb,0.0
00444_r1feb2024_0084531.pdb,0.0
00414_r1feb2024_0054983.pdb,0.0
00067_dnfs_0015978.pdb,0.0
00141_dnfs_0090440.pdb,0.0
00154_dnfs_0103518.pdb,0.0
00393_r1feb2024_0033710.pdb,0.0
00445_r1feb2024_0085972.pdb,0.0
00146_dnfs_0095789.pdb,0.0
00383_r1feb2024_0023222.pdb,0.0
00368_r1feb2024_0008292.pdb,0.0
00136_dnfs_0085138.pdb,0.0
00307_dnfs_0256450.pdb,0.0
00144_dnfs_0093705.pdb,0.0
00152_dnfs_0101117.pdb,0.0
00088_dnfs_0036898.pdb,0.0
00145_dnfs_0094217.pdb,0.0
00286_dnfs_0235755.pdb,0.0
00404_r1feb2024_0044258.pdb,0.0
00313_dnfs_0262175.pdb,0.0
00446_r1feb2024_0086302.pdb,0.0
00443_r1feb2024_0084023.pdb,0.0
00339_dnfs_0288628.pdb,0.0
00340_dnfs_0289691.pdb,0.0
00088_dnfs_0036939.pdb,0.0
00283_dnfs_0232666.pdb,0.0
00424_r1feb2024_0064393.pdb,0.0
00322_dnfs_0271683.pdb,0.0
00295_dnfs_0244524.pdb,0.0
00147_dnfs_0096030.pdb,0.0
00132_dnfs_0081736.pdb,0.0
00226_dnfs_0175068.pdb,0.0
00423_r1feb2024_0063582.pdb,0.0
00422_r1feb2024_0062865.pdb,0.0
00239_dnfs_0188598.pdb,0.0
00419_r1feb2024_0059868.pdb,0.0
00061_dnfs_0009957.pdb,0.0
00096_dnfs_0045619.pdb,0.0
00090_dnfs_0039563.pdb,0.0
00267_dnfs_0216205.pdb,0.0
00352_dnfs_0300918.pdb,0.0
00239_dnfs_0187908.pdb,0.0
00380_r1feb2024_0020224.pdb,0.0
00435_r1feb2024_0075492.pdb,0.0
00091_dnfs_0040346.pdb,0.0
00233_dnfs_0182275.pdb,0.0
00445_r1feb2024_0085568.pdb,0.0
00044_cpr7p_0029815.pdb,0.0
00144_dnfs_0092865.pdb,0.0
00282_dnfs_0231654.pdb,0.0
00151_dnfs_0100749.pdb,0.0
00437_r1feb2024_0077986.pdb,0.0
00418_r1feb2024_0058923.pdb,0.0
00099_dnfs_0048217.pdb,0.0
00402_r1feb2024_0042782.pdb,0.0
00425_r1feb2024_0065492.pdb,0.0
00203_dnfs_0152800.pdb,0.0
00393_r1feb2024_0033389.pdb,0.0
00319_dnfs_0268194.pdb,0.0
00184_dnfs_0132906.pdb,0.0
00183_dnfs_0132624.pdb,0.0
00123_dnfs_0072792.pdb,0.0
00387_r1feb2024_0027820.pdb,0.0
00076_dnfs_0025138.pdb,0.0
00225_dnfs_0174349.pdb,0.0
00421_r1feb2024_0061996.pdb,0.0
00136_dnfs_0085001.pdb,0.0
00447_r1feb2024_0087422.pdb,0.0
00370_r1feb2024_0010801.pdb,0.0
00418_r1feb2024_0058900.pdb,0.0
00442_r1feb2024_0082207.pdb,0.0
00389_r1feb2024_0029967.pdb,0.0
00111_dnfs_0060306.pdb,0.0
00446_r1feb2024_0086941.pdb,0.0
00165_dnfs_0114016.pdb,0.0
00433_r1feb2024_0074104.pdb,0.0
00056_dnfs_0005548.pdb,0.0
00299_dnfs_0248001.pdb,0.0
00276_dnfs_0225787.pdb,0.0
00112_dnfs_0061811.pdb,0.0
00236_dnfs_0184865.pdb,0.0
00225_dnfs_0174736.pdb,0.0
00114_dnfs_0063025.pdb,0.0
00373_r1feb2024_0013294.pdb,0.0
00409_r1feb2024_0049337.pdb,0.0
00248_dnfs_0197757.pdb,0.0
00441_r1feb2024_0081800.pdb,0.0
00437_r1feb2024_0077779.pdb,0.0
00413_r1feb2024_0053965.pdb,0.0
00166_dnfs_0115679.pdb,0.0
00226_dnfs_0175580.pdb,0.0
00407_r1feb2024_0047393.pdb,0.0
00346_dnfs_0295587.pdb,0.0
00290_dnfs_0239210.pdb,0.0
00275_dnfs_0224596.pdb,0.0
00275_dnfs_0224606.pdb,0.0
00182_dnfs_0131228.pdb,0.0
00446_r1feb2024_0087083.pdb,0.0
00107_dnfs_0055913.pdb,0.0
00119_dnfs_0068600.pdb,0.0
00436_r1feb2024_0076629.pdb,0.0
00124_dnfs_0072978.pdb,0.0
00172_dnfs_0121814.pdb,0.0
00382_r1feb2024_0022467.pdb,0.0
00246_dnfs_0194944.pdb,0.0
00417_r1feb2024_0057369.pdb,0.0
00312_dnfs_0261720.pdb,0.0
00333_dnfs_0281865.pdb,0.0
00187_dnfs_0136569.pdb,0.0
00138_dnfs_0087219.pdb,0.0
00289_dnfs_0238122.pdb,0.0
00432_r1feb2024_0072715.pdb,0.0
00289_dnfs_0238019.pdb,0.0
00116_dnfs_0065065.pdb,0.0
00252_dnfs_0201422.pdb,0.0
00290_dnfs_0239644.pdb,0.0
00224_dnfs_0173129.pdb,0.0
00389_r1feb2024_0029411.pdb,0.0
00442_r1feb2024_0082408.pdb,0.0
00410_r1feb2024_0050853.pdb,0.0
00327_dnfs_0276381.pdb,0.0
00113_dnfs_0061967.pdb,0.0
00415_r1feb2024_0055991.pdb,0.0
00131_dnfs_0079893.pdb,0.0
00117_dnfs_0065869.pdb,0.0
00308_dnfs_0257251.pdb,0.0
00278_dnfs_0227466.pdb,0.0
00081_dnfs_0030154.pdb,0.0
00055_dnfs_0004675.pdb,0.0
00345_dnfs_0293887.pdb,0.0
00246_dnfs_0195115.pdb,0.0
00192_dnfs_0141428.pdb,0.0
00387_r1feb2024_0027666.pdb,0.0
00284_dnfs_0233307.pdb,0.0
00216_dnfs_0164916.pdb,0.0
00415_r1feb2024_0056178.pdb,0.0
00082_dnfs_0031195.pdb,0.0
00138_dnfs_0087698.pdb,0.0
00323_dnfs_0272642.pdb,0.0
00388_r1feb2024_0028253.pdb,0.0
00173_dnfs_0122811.pdb,0.0
00117_dnfs_0066718.pdb,0.0
00237_dnfs_0186321.pdb,0.0
00323_dnfs_0272171.pdb,0.0
00272_dnfs_0221010.pdb,0.0
00210_dnfs_0159353.pdb,0.0
00118_dnfs_0067007.pdb,0.0
00435_r1feb2024_0075498.pdb,0.0
00170_dnfs_0119491.pdb,0.0
00089_dnfs_0038580.pdb,0.0
00135_dnfs_0084140.pdb,0.0
00127_dnfs_0076444.pdb,0.0
00411_r1feb2024_0051375.pdb,0.0
00397_r1feb2024_0037440.pdb,0.0
00387_r1feb2024_0027824.pdb,0.0
00120_dnfs_0069555.pdb,0.0
00257_dnfs_0206037.pdb,0.0
00385_r1feb2024_0025318.pdb,0.0
00435_r1feb2024_0075450.pdb,0.0
00118_dnfs_0067625.pdb,0.0
00362_r1feb2024_0002684.pdb,0.0
00388_r1feb2024_0028823.pdb,0.0
00172_dnfs_0121427.pdb,0.0
00229_dnfs_0178598.pdb,0.0
00106_dnfs_0055775.pdb,0.0
00357_okr5d_0000151.pdb,0.0
00226_dnfs_0175726.pdb,0.0
00435_r1feb2024_0075728.pdb,0.0
00401_r1feb2024_0041393.pdb,0.0
00375_r1feb2024_0015564.pdb,0.0
00432_r1feb2024_0072231.pdb,1.0
00417_r1feb2024_0057472.pdb,0.0
00405_r1feb2024_0045269.pdb,0.0
00256_dnfs_0205761.pdb,0.0
00152_dnfs_0101783.pdb,0.0
00230_dnfs_0179251.pdb,0.0
00399_r1feb2024_0039565.pdb,0.0
00446_r1feb2024_0087041.pdb,0.0
00268_dnfs_0217104.pdb,0.0
00313_dnfs_0262568.pdb,0.0
00356_dnfs_0305366.pdb,0.0
00308_dnfs_0256872.pdb,0.0
00085_dnfs_0034770.pdb,0.0
00117_dnfs_0066546.pdb,0.0
00267_dnfs_0216279.pdb,0.0
00301_dnfs_0250604.pdb,0.0
00337_dnfs_0286582.pdb,0.0
00107_dnfs_0056616.pdb,0.0
00340_dnfs_0288877.pdb,0.0
00370_r1feb2024_0010646.pdb,0.0
00394_r1feb2024_0034304.pdb,0.0
00418_r1feb2024_0058988.pdb,0.0
00397_r1feb2024_0037326.pdb,0.0
00409_r1feb2024_0049189.pdb,0.0
00315_dnfs_0264139.pdb,0.0
00395_r1feb2024_0035756.pdb,0.0
00152_dnfs_0101500.pdb,0.0
00217_dnfs_0166378.pdb,0.0
00410_r1feb2024_0050294.pdb,0.0
00380_r1feb2024_0020231.pdb,0.0
00375_r1feb2024_0015268.pdb,0.0
00403_r1feb2024_0043292.pdb,0.0
00400_r1feb2024_0040284.pdb,0.0
00373_r1feb2024_0013365.pdb,0.0
00443_r1feb2024_0083908.pdb,0.0
00394_r1feb2024_0034811.pdb,0.0
00394_r1feb2024_0034614.pdb,0.0
00446_r1feb2024_0087158.pdb,0.0
00416_r1feb2024_0056622.pdb,0.0
00226_dnfs_0175686.pdb,0.0
00100_dnfs_0049308.pdb,0.0
00275_dnfs_0224173.pdb,0.0
00357_okr6d_0000360.pdb,0.0
00419_r1feb2024_0060075.pdb,0.0
00411_r1feb2024_0051979.pdb,0.0
00223_dnfs_0171856.pdb,0.0
00179_dnfs_0128609.pdb,0.0
00437_r1feb2024_0077374.pdb,0.0
00319_dnfs_0267995.pdb,0.0
00391_r1feb2024_0031957.pdb,0.0
