,badBondsCategory,badAnglesCategory,rankCategory
00026_cpr7p_0011715.pdb,Warning,Caution,Warning
00022_cpr7p_0008456.pdb,Warning,Good,Warning
00021_cpr7p_0007298.pdb,Warning,Good,Warning
00045_cpr7p_0031333.pdb,Warning,Caution,Warning
00002_cppc_0001326.pdb,Warning,Good,Caution
00018_cpr7p_0003965.pdb,Warning,Good,Warning
00030_cpr7p_0015970.pdb,Warning,Good,Warning
00050_cpr7p_0035972.pdb,Warning,Good,Warning
00037_cpr7p_0022815.pdb,Warning,Good,Warning
00017_cpr7p_0002596.pdb,Warning,Caution,Warning
00033_cpr7p_0019121.pdb,Warning,Good,Warning
00050_cpr7p_0036178.pdb,Warning,Good,Warning
00042_cpr7p_0027640.pdb,Warning,Good,Warning
00024_cpr7p_0010554.pdb,Warning,Caution,Warning
00050_cpr7p_0035682.pdb,Warning,Good,Warning
00046_cpr7p_0031982.pdb,Warning,Good,Warning
00026_cpr7p_0011900.pdb,Warning,Good,Warning
00021_cpr7p_0007496.pdb,Warning,Good,Warning
00037_cpr7p_0022864.pdb,Warning,Good,Warning
00044_cpr7p_0030257.pdb,Warning,Good,Warning
00020_cpr7p_0006338.pdb,Warning,Good,Warning
00037_cpr7p_0023440.pdb,Warning,Caution,Warning
00011_cppc_0010893.pdb,Warning,Good,Warning
00045_cpr7p_0030955.pdb,Warning,Good,Warning
00022_cpr7p_0008520.pdb,Warning,Good,Warning
00045_cpr7p_0030591.pdb,Warning,Caution,Warning
00028_cpr7p_0014381.pdb,Warning,Good,Warning
00042_cpr7p_0028305.pdb,Warning,Caution,Warning
00045_cpr7p_0031479.pdb,Warning,Good,Warning
00021_cpr7p_0007558.pdb,Warning,Good,Warning
00022_cpr7p_0008479.pdb,Warning,Caution,Warning
00045_cpr7p_0031318.pdb,Warning,Good,Warning
00033_cpr7p_0018951.pdb,Warning,Good,Warning
00028_cpr7p_0014442.pdb,Warning,Good,Warning
00047_cpr7p_0033105.pdb,Warning,Caution,Warning
00035_cpr7p_0021032.pdb,Warning,Good,Warning
00037_cpr7p_0022739.pdb,Warning,Good,Warning
00004_cppc_0003717.pdb,Warning,Good,Good
00040_cpr7p_0025849.pdb,Warning,Good,Warning
00024_cpr7p_0009576.pdb,Warning,Caution,Warning
00004_cppc_0003329.pdb,Warning,Good,Warning
00025_cpr7p_0011413.pdb,Warning,Caution,Warning
00026_cpr7p_0012529.pdb,Warning,Caution,Warning
00022_cpr7p_0008441.pdb,Warning,Good,Warning
00044_cpr7p_0030075.pdb,Warning,Good,Warning
00026_cpr7p_0011780.pdb,Warning,Caution,Warning
00050_cpr7p_0036221.pdb,Warning,Good,Warning
00017_cpr7p_0003553.pdb,Warning,Caution,Warning
00043_cpr7p_0029551.pdb,Warning,Good,Warning
00019_cpr7p_0004642.pdb,Warning,Good,Warning
00041_cpr7p_0026651.pdb,Warning,Good,Warning
00046_cpr7p_0031650.pdb,Warning,Good,Warning
00030_cpr7p_0016490.pdb,Warning,Good,Warning
00034_cpr7p_0020256.pdb,Warning,Good,Warning
00042_cpr7p_0028282.pdb,Warning,Good,Warning
00024_cpr7p_0009669.pdb,Warning,Caution,Warning
00049_cpr7p_0034833.pdb,Warning,Good,Warning
00043_cpr7p_0029034.pdb,Warning,Good,Warning
00031_cpr7p_0016724.pdb,Warning,Caution,Warning
00033_cpr7p_0018820.pdb,Warning,Good,Warning
00017_cpr7p_0003262.pdb,Warning,Good,Warning
00024_cpr7p_0009949.pdb,Warning,Good,Warning
00023_cpr7p_0008982.pdb,Warning,Caution,Warning
00017_cpr7p_0003018.pdb,Warning,Caution,Warning
00020_cpr7p_0006466.pdb,Warning,Good,Warning
00041_cpr7p_0027481.pdb,Warning,Caution,Warning
00032_cpr7p_0018287.pdb,Warning,Good,Warning
00042_cpr7p_0028367.pdb,Warning,Caution,Warning
00050_cpr7p_0036137.pdb,Warning,Caution,Warning
00016_cpr7p_0002256.pdb,Warning,Good,Warning
00049_cpr7p_0034790.pdb,Warning,Good,Warning
00044_cpr7p_0029870.pdb,Warning,Good,Warning
00045_cpr7p_0031429.pdb,Warning,Good,Warning
00041_cpr7p_0027014.pdb,Warning,Caution,Warning
00001_cppc_0000261.pdb,Warning,Good,Caution
00008_cppc_0007604.pdb,Warning,Good,Warning
00050_cpr7p_0036413.pdb,Warning,Good,Warning
00039_cpr7p_0025296.pdb,Warning,Caution,Warning
00045_cpr7p_0030717.pdb,Warning,Good,Warning
00019_cpr7p_0005422.pdb,Warning,Good,Warning
00027_cpr7p_0012911.pdb,Warning,Caution,Warning
00019_cpr7p_0005306.pdb,Warning,Good,Warning
00031_cpr7p_0017470.pdb,Warning,Good,Warning
00031_cpr7p_0016835.pdb,Warning,Good,Warning
00022_cpr7p_0008013.pdb,Warning,Good,Warning
00038_cpr7p_0024305.pdb,Warning,Good,Warning
00044_cpr7p_0030495.pdb,Warning,Good,Warning
00028_cpr7p_0014181.pdb,Warning,Caution,Warning
00046_cpr7p_0031934.pdb,Warning,Caution,Warning
00017_cpr7p_0003047.pdb,Warning,Good,Warning
00048_cpr7p_0033976.pdb,Warning,Caution,Warning
00021_cpr7p_0006629.pdb,Warning,Good,Warning
00030_cpr7p_0016389.pdb,Warning,Caution,Warning
00031_cpr7p_0017309.pdb,Warning,Caution,Warning
00032_cpr7p_0017576.pdb,Warning,Good,Warning
00033_cpr7p_0019135.pdb,Warning,Good,Warning
00037_cpr7p_0022927.pdb,Warning,Good,Warning
00031_cpr7p_0017153.pdb,Warning,Good,Warning
00021_cpr7p_0007322.pdb,Warning,Good,Warning
00041_cpr7p_0027498.pdb,Warning,Good,Warning
00015_cpr7p_0001504.pdb,Warning,Good,Warning
00014_cpr7p_0000102.pdb,Warning,Good,Warning
00017_cpr7p_0003401.pdb,Warning,Good,Warning
00020_cpr7p_0006417.pdb,Warning,Good,Warning
00036_cpr7p_0022411.pdb,Warning,Good,Warning
00037_cpr7p_0023370.pdb,Warning,Good,Warning
00047_cpr7p_0032598.pdb,Warning,Caution,Warning
00034_cpr7p_0019709.pdb,Warning,Good,Caution
00029_cpr7p_0014938.pdb,Warning,Caution,Warning
00047_cpr7p_0032697.pdb,Warning,Caution,Warning
00026_cpr7p_0011839.pdb,Warning,Good,Warning
00034_cpr7p_0020003.pdb,Warning,Caution,Warning
00026_cpr7p_0011581.pdb,Warning,Caution,Warning
00022_cpr7p_0008124.pdb,Warning,Good,Warning
00046_cpr7p_0031789.pdb,Warning,Caution,Warning
00043_cpr7p_0028804.pdb,Warning,Caution,Warning
00015_cpr7p_0001172.pdb,Warning,Good,Warning
00038_cpr7p_0024557.pdb,Warning,Good,Warning
00018_cpr7p_0003694.pdb,Warning,Good,Warning
00040_cpr7p_0026367.pdb,Warning,Good,Warning
00048_cpr7p_0034319.pdb,Warning,Good,Warning
00032_cpr7p_0018036.pdb,Warning,Good,Warning
00015_cpr7p_0000809.pdb,Warning,Good,Warning
00051_cpr7p_0036732.pdb,Warning,Good,Warning
00018_cpr7p_0004282.pdb,Warning,Good,Warning
00029_cpr7p_0015246.pdb,Warning,Good,Warning
00043_cpr7p_0029166.pdb,Warning,Caution,Warning
00036_cpr7p_0022059.pdb,Warning,Good,Warning
00025_cpr7p_0011552.pdb,Warning,Caution,Warning
00049_cpr7p_0035155.pdb,Warning,Caution,Warning
00035_cpr7p_0021226.pdb,Warning,Good,Warning
00014_cpr7p_0000190.pdb,Warning,Good,Warning
00019_cpr7p_0004577.pdb,Warning,Good,Warning
00020_cpr7p_0005785.pdb,Warning,Good,Caution
00025_cpr7p_0010931.pdb,Warning,Good,Warning
00027_cpr7p_0013010.pdb,Warning,Good,Warning
00016_cpr7p_0001989.pdb,Warning,Good,Warning
00036_cpr7p_0021919.pdb,Warning,Caution,Warning
00048_cpr7p_0034385.pdb,Warning,Caution,Warning
00031_cpr7p_0016689.pdb,Warning,Caution,Warning
00032_cpr7p_0018522.pdb,Warning,Good,Warning
00046_cpr7p_0032022.pdb,Warning,Good,Warning
00043_cpr7p_0028737.pdb,Warning,Good,Warning
00035_cpr7p_0020968.pdb,Warning,Good,Warning
00047_cpr7p_0033238.pdb,Warning,Good,Warning
00027_cpr7p_0012950.pdb,Warning,Good,Warning
00016_cpr7p_0002446.pdb,Warning,Good,Warning
00045_cpr7p_0031139.pdb,Warning,Good,Warning
00021_cpr7p_0007480.pdb,Warning,Good,Warning
00024_cpr7p_0009943.pdb,Warning,Good,Warning
00031_cpr7p_0017411.pdb,Warning,Caution,Warning
00022_cpr7p_0008116.pdb,Warning,Good,Warning
00028_cpr7p_0013860.pdb,Warning,Good,Warning
00021_cpr7p_0007143.pdb,Warning,Good,Warning
00040_cpr7p_0025951.pdb,Warning,Good,Warning
00046_cpr7p_0032322.pdb,Warning,Good,Warning
00015_cpr7p_0001545.pdb,Warning,Good,Warning
00043_cpr7p_0029270.pdb,Warning,Good,Warning
00027_cpr7p_0012816.pdb,Warning,Good,Warning
00018_cpr7p_0004250.pdb,Warning,Good,Warning
00021_cpr7p_0007091.pdb,Warning,Caution,Warning
00033_cpr7p_0018900.pdb,Warning,Caution,Warning
00035_cpr7p_0020781.pdb,Warning,Good,Warning
00046_cpr7p_0032112.pdb,Warning,Good,Warning
00045_cpr7p_0030603.pdb,Warning,Good,Warning
00027_cpr7p_0013220.pdb,Warning,Good,Warning
00049_cpr7p_0034925.pdb,Warning,Good,Warning
00030_cpr7p_0016255.pdb,Warning,Good,Warning
00028_cpr7p_0013919.pdb,Warning,Good,Warning
00049_cpr7p_0034752.pdb,Warning,Good,Warning
00033_cpr7p_0018750.pdb,Warning,Good,Warning
00020_cpr7p_0006478.pdb,Warning,Good,Warning
00043_cpr7p_0028702.pdb,Warning,Good,Warning
00016_cpr7p_0002315.pdb,Warning,Good,Warning
00020_cpr7p_0006330.pdb,Warning,Good,Warning
00033_cpr7p_0018885.pdb,Warning,Caution,Warning
00028_cpr7p_0014206.pdb,Warning,Caution,Warning
00023_cpr7p_0008967.pdb,Warning,Caution,Warning
00027_cpr7p_0012615.pdb,Warning,Good,Warning
00025_cpr7p_0010951.pdb,Warning,Caution,Warning
00027_cpr7p_0013226.pdb,Warning,Caution,Warning
00049_cpr7p_0034587.pdb,Warning,Good,Warning
00030_cpr7p_0016005.pdb,Warning,Good,Warning
00039_cpr7p_0024701.pdb,Warning,Good,Warning
00043_cpr7p_0028963.pdb,Warning,Caution,Warning
00032_cpr7p_0018439.pdb,Warning,Good,Warning
00032_cpr7p_0018361.pdb,Warning,Good,Warning
00017_cpr7p_0003022.pdb,Warning,Good,Warning
00017_cpr7p_0003033.pdb,Warning,Good,Warning
00043_cpr7p_0029464.pdb,Warning,Good,Warning
00044_cpr7p_0030348.pdb,Warning,Caution,Warning
00036_cpr7p_0022008.pdb,Warning,Caution,Warning
00048_cpr7p_0034359.pdb,Warning,Caution,Warning
00020_cpr7p_0006424.pdb,Warning,Caution,Warning
00045_cpr7p_0030619.pdb,Warning,Caution,Warning
00036_cpr7p_0022230.pdb,Warning,Good,Warning
00023_cpr7p_0009486.pdb,Warning,Good,Warning
00015_cpr7p_0001158.pdb,Warning,Good,Warning
00029_cpr7p_0014779.pdb,Warning,Caution,Warning
00041_cpr7p_0027229.pdb,Warning,Caution,Warning
00034_cpr7p_0019673.pdb,Warning,Caution,Warning
00050_cpr7p_0036065.pdb,Warning,Good,Warning
00035_cpr7p_0021284.pdb,Warning,Caution,Warning
00041_cpr7p_0027231.pdb,Warning,Good,Warning
00041_cpr7p_0026613.pdb,Warning,Good,Warning
00032_cpr7p_0018511.pdb,Warning,Caution,Warning
00027_cpr7p_0013349.pdb,Warning,Caution,Warning
00039_cpr7p_0024733.pdb,Warning,Good,Warning
00005_cppc_0004437.pdb,Warning,Good,Warning
00007_cppc_0006207.pdb,Warning,Good,Warning
00028_cpr7p_0013929.pdb,Warning,Good,Warning
00017_cpr7p_0003379.pdb,Warning,Caution,Warning
00016_cpr7p_0002038.pdb,Warning,Good,Warning
00019_cpr7p_0005564.pdb,Warning,Good,Warning
00042_cpr7p_0027667.pdb,Warning,Good,Warning
00021_cpr7p_0007396.pdb,Warning,Good,Warning
00030_cpr7p_0015765.pdb,Warning,Caution,Warning
00046_cpr7p_0031787.pdb,Warning,Good,Warning
00038_cpr7p_0024362.pdb,Warning,Good,Warning
00042_cpr7p_0028482.pdb,Warning,Good,Warning
00043_cpr7p_0028863.pdb,Warning,Good,Warning
00048_cpr7p_0034506.pdb,Warning,Caution,Warning
00025_cpr7p_0010713.pdb,Warning,Good,Warning
00046_cpr7p_0032034.pdb,Warning,Good,Warning
00024_cpr7p_0010010.pdb,Warning,Caution,Warning
00046_cpr7p_0031865.pdb,Warning,Good,Warning
00039_cpr7p_0024625.pdb,Warning,Caution,Warning
00049_cpr7p_0034578.pdb,Warning,Caution,Warning
00034_cpr7p_0019637.pdb,Warning,Good,Warning
00023_cpr7p_0009132.pdb,Warning,Caution,Warning
00038_cpr7p_0024412.pdb,Warning,Caution,Warning
00026_cpr7p_0011681.pdb,Warning,Caution,Warning
00029_cpr7p_0015471.pdb,Warning,Caution,Warning
00016_cpr7p_0002145.pdb,Warning,Good,Warning
00049_cpr7p_0034906.pdb,Warning,Good,Warning
00018_cpr7p_0003648.pdb,Warning,Good,Warning
00019_cpr7p_0004860.pdb,Warning,Caution,Warning
00015_cpr7p_0001133.pdb,Warning,Good,Warning
00019_cpr7p_0005461.pdb,Warning,Good,Warning
00040_cpr7p_0025599.pdb,Warning,Good,Warning
00042_cpr7p_0028473.pdb,Warning,Good,Warning
00028_cpr7p_0013749.pdb,Warning,Good,Warning
00047_cpr7p_0033333.pdb,Warning,Good,Warning
00020_cpr7p_0006449.pdb,Warning,Good,Warning
00022_cpr7p_0008261.pdb,Warning,Good,Warning
00050_cpr7p_0035591.pdb,Warning,Caution,Warning
00036_cpr7p_0022085.pdb,Warning,Good,Warning
00045_cpr7p_0030702.pdb,Warning,Good,Warning
00045_cpr7p_0031251.pdb,Warning,Good,Warning
00020_cpr7p_0005691.pdb,Warning,Caution,Warning
00034_cpr7p_0020046.pdb,Warning,Good,Warning
00030_cpr7p_0015779.pdb,Warning,Good,Warning
00034_cpr7p_0019584.pdb,Warning,Good,Warning
00015_cpr7p_0000578.pdb,Warning,Good,Warning
00047_cpr7p_0032900.pdb,Warning,Good,Warning
00039_cpr7p_0025072.pdb,Warning,Caution,Warning
00032_cpr7p_0017607.pdb,Warning,Good,Warning
00046_cpr7p_0032004.pdb,Warning,Good,Warning
00038_cpr7p_0023844.pdb,Warning,Good,Warning
00043_cpr7p_0028645.pdb,Warning,Caution,Warning
00026_cpr7p_0011633.pdb,Warning,Good,Warning
00045_cpr7p_0030898.pdb,Warning,Good,Warning
00032_cpr7p_0018492.pdb,Warning,Good,Warning
00025_cpr7p_0011475.pdb,Warning,Good,Warning
00041_cpr7p_0027214.pdb,Warning,Caution,Warning
00031_cpr7p_0017481.pdb,Warning,Good,Warning
00020_cpr7p_0006115.pdb,Warning,Good,Warning
00017_cpr7p_0002816.pdb,Warning,Good,Warning
00022_cpr7p_0007605.pdb,Warning,Good,Warning
00019_cpr7p_0004880.pdb,Warning,Good,Warning
00047_cpr7p_0032632.pdb,Warning,Caution,Warning
00024_cpr7p_0010166.pdb,Warning,Good,Warning
00026_cpr7p_0011592.pdb,Warning,Good,Warning
00027_cpr7p_0012688.pdb,Warning,Good,Warning
00029_cpr7p_0015191.pdb,Warning,Good,Warning
00022_cpr7p_0008117.pdb,Warning,Good,Warning
00016_cpr7p_0002029.pdb,Warning,Good,Warning
00014_cpr7p_0000178.pdb,Warning,Caution,Warning
00027_cpr7p_0013147.pdb,Warning,Caution,Warning
00026_cpr7p_0012305.pdb,Warning,Good,Warning
00032_cpr7p_0017571.pdb,Warning,Good,Warning
00020_cpr7p_0006176.pdb,Warning,Good,Warning
00038_cpr7p_0024044.pdb,Warning,Caution,Warning
00045_cpr7p_0031067.pdb,Warning,Caution,Warning
00035_cpr7p_0020628.pdb,Warning,Good,Warning
00019_cpr7p_0004988.pdb,Warning,Good,Warning
00037_cpr7p_0023166.pdb,Warning,Good,Warning
00038_cpr7p_0024525.pdb,Warning,Good,Warning
00038_cpr7p_0024100.pdb,Warning,Good,Warning
00021_cpr7p_0006915.pdb,Warning,Good,Warning
00044_cpr7p_0030342.pdb,Warning,Good,Warning
00041_cpr7p_0027544.pdb,Warning,Caution,Warning
00021_cpr7p_0006631.pdb,Warning,Good,Warning
00019_cpr7p_0004999.pdb,Warning,Good,Warning
00043_cpr7p_0028725.pdb,Warning,Good,Warning
00033_cpr7p_0018736.pdb,Warning,Good,Warning
00021_cpr7p_0007125.pdb,Warning,Good,Warning
00018_cpr7p_0004307.pdb,Warning,Good,Warning
00022_cpr7p_0007738.pdb,Warning,Caution,Warning
00016_cpr7p_0001780.pdb,Warning,Caution,Warning
00047_cpr7p_0032583.pdb,Warning,Good,Warning
00048_cpr7p_0033724.pdb,Warning,Caution,Warning
00027_cpr7p_0013277.pdb,Warning,Good,Warning
00032_cpr7p_0017904.pdb,Warning,Caution,Warning
00015_cpr7p_0000737.pdb,Warning,Good,Warning
00037_cpr7p_0023228.pdb,Warning,Caution,Warning
00044_cpr7p_0030182.pdb,Warning,Good,Warning
00016_cpr7p_0001735.pdb,Warning,Good,Warning
00026_cpr7p_0011867.pdb,Warning,Good,Warning
00030_cpr7p_0016482.pdb,Warning,Caution,Warning
00017_cpr7p_0003188.pdb,Warning,Good,Warning
00024_cpr7p_0010222.pdb,Warning,Good,Warning
00017_cpr7p_0003084.pdb,Warning,Caution,Warning
00023_cpr7p_0009294.pdb,Warning,Caution,Warning
00050_cpr7p_0036481.pdb,Warning,Caution,Warning
00031_cpr7p_0017284.pdb,Warning,Good,Warning
00040_cpr7p_0026324.pdb,Warning,Good,Warning
00023_cpr7p_0009201.pdb,Warning,Caution,Warning
00043_cpr7p_0029010.pdb,Warning,Caution,Warning
00018_cpr7p_0003949.pdb,Warning,Good,Warning
00027_cpr7p_0012961.pdb,Warning,Good,Warning
00050_cpr7p_0036285.pdb,Warning,Good,Warning
00037_cpr7p_0022869.pdb,Warning,Caution,Warning
00029_cpr7p_0015300.pdb,Warning,Good,Warning
00045_cpr7p_0030965.pdb,Warning,Good,Warning
00006_cppc_0005675.pdb,Warning,Caution,Warning
00021_cpr7p_0007398.pdb,Warning,Caution,Warning
00041_cpr7p_0026840.pdb,Warning,Good,Warning
00024_cpr7p_0010302.pdb,Warning,Good,Warning
00016_cpr7p_0002342.pdb,Warning,Good,Warning
00024_cpr7p_0009851.pdb,Warning,Good,Warning
00031_cpr7p_0017497.pdb,Warning,Good,Warning
00017_cpr7p_0003275.pdb,Warning,Caution,Warning
00045_cpr7p_0030670.pdb,Warning,Caution,Warning
00050_cpr7p_0036254.pdb,Warning,Good,Warning
00042_cpr7p_0028029.pdb,Warning,Good,Warning
00048_cpr7p_0034209.pdb,Warning,Caution,Warning
00035_cpr7p_0020943.pdb,Warning,Good,Warning
00048_cpr7p_0034020.pdb,Warning,Caution,Warning
00026_cpr7p_0012279.pdb,Warning,Good,Warning
00037_cpr7p_0023529.pdb,Warning,Caution,Warning
00015_cpr7p_0001326.pdb,Warning,Caution,Warning
00034_cpr7p_0019849.pdb,Warning,Good,Warning
00025_cpr7p_0011266.pdb,Warning,Good,Caution
00029_cpr7p_0015391.pdb,Warning,Good,Warning
00024_cpr7p_0009821.pdb,Warning,Caution,Warning
00047_cpr7p_0033016.pdb,Warning,Caution,Warning
00044_cpr7p_0029857.pdb,Warning,Good,Warning
00027_cpr7p_0013456.pdb,Warning,Caution,Warning
00045_cpr7p_0031183.pdb,Warning,Caution,Warning
00043_cpr7p_0028880.pdb,Warning,Good,Warning
00021_cpr7p_0006679.pdb,Warning,Good,Warning
00041_cpr7p_0027029.pdb,Warning,Good,Warning
00041_cpr7p_0026786.pdb,Warning,Good,Warning
00017_cpr7p_0003110.pdb,Warning,Good,Warning
00045_cpr7p_0031110.pdb,Warning,Good,Warning
00019_cpr7p_0004718.pdb,Warning,Good,Warning
00024_cpr7p_0010313.pdb,Warning,Good,Warning
00021_cpr7p_0006730.pdb,Warning,Good,Warning
00044_cpr7p_0029585.pdb,Warning,Good,Warning
00035_cpr7p_0020853.pdb,Warning,Caution,Warning
00027_cpr7p_0013365.pdb,Warning,Good,Warning
00017_cpr7p_0003380.pdb,Warning,Caution,Warning
00044_cpr7p_0030404.pdb,Warning,Good,Warning
00040_cpr7p_0025700.pdb,Warning,Caution,Warning
00033_cpr7p_0019004.pdb,Warning,Good,Warning
00038_cpr7p_0024019.pdb,Warning,Good,Warning
00016_cpr7p_0002416.pdb,Warning,Good,Warning
00050_cpr7p_0035967.pdb,Warning,Caution,Warning
00017_cpr7p_0002927.pdb,Warning,Caution,Warning
00015_cpr7p_0000693.pdb,Warning,Good,Warning
00029_cpr7p_0015556.pdb,Warning,Good,Warning
00035_cpr7p_0020962.pdb,Warning,Good,Warning
00038_cpr7p_0024371.pdb,Warning,Good,Warning
00026_cpr7p_0012228.pdb,Warning,Good,Warning
00049_cpr7p_0035309.pdb,Warning,Good,Warning
00025_cpr7p_0011465.pdb,Warning,Good,Warning
00038_cpr7p_0023617.pdb,Warning,Good,Warning
00046_cpr7p_0032277.pdb,Warning,Caution,Warning
00029_cpr7p_0015564.pdb,Warning,Good,Warning
00028_cpr7p_0014557.pdb,Warning,Good,Warning
00024_cpr7p_0009982.pdb,Warning,Good,Warning
00043_cpr7p_0028601.pdb,Warning,Good,Warning
00358_okr7d_0000304.pdb,Warning,Warning,Warning
00022_cpr7p_0008566.pdb,Warning,Caution,Warning
00046_cpr7p_0032380.pdb,Warning,Good,Warning
00016_cpr7p_0002023.pdb,Warning,Good,Warning
00038_cpr7p_0024212.pdb,Warning,Good,Warning
00050_cpr7p_0036108.pdb,Warning,Good,Warning
00025_cpr7p_0010734.pdb,Warning,Caution,Warning
00032_cpr7p_0018561.pdb,Warning,Caution,Warning
00028_cpr7p_0013819.pdb,Warning,Good,Warning
00040_cpr7p_0026108.pdb,Warning,Good,Warning
00045_cpr7p_0031075.pdb,Warning,Caution,Warning
00358_okr7d_0000238.pdb,Good,Warning,Warning
00048_cpr7p_0034178.pdb,Warning,Good,Warning
00018_cpr7p_0004150.pdb,Warning,Good,Warning
00040_cpr7p_0025703.pdb,Warning,Caution,Warning
00029_cpr7p_0015442.pdb,Warning,Good,Warning
00025_cpr7p_0011050.pdb,Warning,Good,Warning
00026_cpr7p_0012477.pdb,Warning,Good,Warning
00034_cpr7p_0020315.pdb,Warning,Good,Warning
00045_cpr7p_0031428.pdb,Warning,Good,Warning
00044_cpr7p_0029728.pdb,Warning,Good,Warning
00018_cpr7p_0003651.pdb,Warning,Good,Warning
00039_cpr7p_0024909.pdb,Warning,Caution,Warning
00014_cpr7p_0000110.pdb,Warning,Good,Warning
00048_cpr7p_0034451.pdb,Warning,Caution,Warning
00025_cpr7p_0010703.pdb,Warning,Good,Warning
00028_cpr7p_0014526.pdb,Warning,Good,Warning
00019_cpr7p_0005174.pdb,Warning,Good,Caution
00050_cpr7p_0036246.pdb,Warning,Caution,Warning
00043_cpr7p_0029352.pdb,Warning,Caution,Warning
00038_cpr7p_0024299.pdb,Warning,Good,Warning
00044_cpr7p_0030147.pdb,Warning,Good,Warning
00039_cpr7p_0025048.pdb,Warning,Good,Warning
00014_cpr7p_0000547.pdb,Warning,Good,Warning
00021_cpr7p_0006882.pdb,Warning,Good,Warning
00022_cpr7p_0007588.pdb,Warning,Caution,Warning
00018_cpr7p_0004245.pdb,Warning,Good,Warning
00048_cpr7p_0034212.pdb,Warning,Good,Warning
00028_cpr7p_0014303.pdb,Warning,Caution,Warning
00039_cpr7p_0024842.pdb,Warning,Good,Warning
00024_cpr7p_0010327.pdb,Warning,Good,Warning
00046_cpr7p_0031873.pdb,Warning,Good,Warning
00014_cpr7p_0000377.pdb,Warning,Caution,Warning
00045_cpr7p_0030924.pdb,Warning,Good,Warning
00017_cpr7p_0002940.pdb,Warning,Good,Warning
00021_cpr7p_0007265.pdb,Warning,Caution,Warning
00018_cpr7p_0004555.pdb,Warning,Caution,Warning
00017_cpr7p_0003071.pdb,Warning,Good,Warning
00032_cpr7p_0018357.pdb,Warning,Good,Warning
00046_cpr7p_0032465.pdb,Warning,Good,Warning
00022_cpr7p_0008030.pdb,Warning,Caution,Warning
00036_cpr7p_0022432.pdb,Warning,Caution,Warning
00034_cpr7p_0019959.pdb,Warning,Caution,Warning
00042_cpr7p_0028059.pdb,Warning,Good,Warning
00038_cpr7p_0023765.pdb,Warning,Good,Warning
00028_cpr7p_0013633.pdb,Warning,Caution,Warning
00032_cpr7p_0018114.pdb,Warning,Good,Warning
00040_cpr7p_0025884.pdb,Warning,Good,Warning
00028_cpr7p_0014160.pdb,Warning,Good,Warning
00030_cpr7p_0016568.pdb,Warning,Caution,Warning
00049_cpr7p_0035445.pdb,Warning,Good,Warning
00040_cpr7p_0025701.pdb,Warning,Good,Warning
00039_cpr7p_0025366.pdb,Warning,Good,Warning
00036_cpr7p_0021709.pdb,Warning,Caution,Warning
00045_cpr7p_0031321.pdb,Warning,Good,Warning
00017_cpr7p_0003566.pdb,Warning,Good,Warning
00039_cpr7p_0025305.pdb,Warning,Caution,Warning
00041_cpr7p_0026804.pdb,Warning,Caution,Warning
00039_cpr7p_0024825.pdb,Warning,Caution,Warning
00022_cpr7p_0008417.pdb,Warning,Good,Warning
00014_cpr7p_0000427.pdb,Warning,Good,Warning
00037_cpr7p_0022817.pdb,Warning,Good,Warning
00039_cpr7p_0024736.pdb,Warning,Good,Warning
00018_cpr7p_0003981.pdb,Warning,Good,Warning
00017_cpr7p_0002668.pdb,Warning,Good,Warning
00039_cpr7p_0025073.pdb,Warning,Good,Warning
00017_cpr7p_0003227.pdb,Warning,Good,Warning
00036_cpr7p_0022297.pdb,Warning,Good,Warning
00024_cpr7p_0009632.pdb,Warning,Caution,Warning
00021_cpr7p_0007512.pdb,Warning,Caution,Warning
00040_cpr7p_0026315.pdb,Warning,Good,Warning
00015_cpr7p_0000726.pdb,Warning,Good,Warning
00045_cpr7p_0031173.pdb,Warning,Good,Warning
00043_cpr7p_0028736.pdb,Warning,Good,Warning
00038_cpr7p_0023702.pdb,Warning,Good,Warning
00048_cpr7p_0033687.pdb,Warning,Good,Warning
00034_cpr7p_0020524.pdb,Warning,Caution,Warning
00032_cpr7p_0018231.pdb,Warning,Good,Warning
00032_cpr7p_0018247.pdb,Warning,Good,Warning
00039_cpr7p_0025237.pdb,Warning,Good,Warning
00050_cpr7p_0035683.pdb,Warning,Good,Warning
00047_cpr7p_0033098.pdb,Warning,Caution,Warning
00034_cpr7p_0019590.pdb,Warning,Good,Warning
00037_cpr7p_0022584.pdb,Warning,Caution,Warning
00026_cpr7p_0011920.pdb,Warning,Good,Warning
00032_cpr7p_0018328.pdb,Warning,Good,Warning
00023_cpr7p_0009313.pdb,Warning,Good,Warning
00031_cpr7p_0016814.pdb,Warning,Good,Warning
00045_cpr7p_0030916.pdb,Warning,Good,Warning
00038_cpr7p_0024449.pdb,Warning,Caution,Warning
00044_cpr7p_0030046.pdb,Warning,Good,Warning
